Tweet text,labels,hashtag,cleaned_text,tokenized_lemmatized_text
"@user Don't ask, you don't get. Apologies if I've offended you. All due respect Alan, I think you've been fed duff info. ",0,[],don t ask don t get apologies i ve offended you all respect alan i think you ve fed duff info ,"['don', 't', 'ask', 'don', 't', 'get', 'apology', 'i', 've', 'offended', 'you', 'all', 'respect', 'alan', 'i', 'think', 'you', 've', 'fed', 'duff', 'info']"
You ever just find that the people around you really irritate you sometimes? That's me right now 😒 ,0,[],you people irritate sometimes that s right,"['you', 'people', 'irritate', 'sometimes', 'that', 's', 'right']"
@user @user fingers of fury! ,0,[],fingers fury ,"['finger', 'fury']"
Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle #start #dosomething #success ,2,"['inspiring', 'quote', 'action', 'hustle', 'start', 'dosomething', 'success']",action foundational key success pablo picasso,"['action', 'foundational', 'key', 'success', 'pablo', 'picasso']"
Fam what seems more fun for a photo booth: being able to instantly post to Twitter or having to wait till sober to see the hot mess ,1,[],fam fun photo booth able instantly post twitter having wait till sober hot mess,"['fam', 'fun', 'photo', 'booth', 'able', 'instantly', 'post', 'twitter', 'having', 'wait', 'till', 'sober', 'hot', 'mess']"
@user Glad you gained some cheery vibes just by looking at our Happy Meal! 😊 ,1,[],glad gained cheery vibes looking happy meal ,"['glad', 'gained', 'cheery', 'vibe', 'looking', 'happy', 'meal']"
"ok, ok.. I know.. my last tweet was  ",1,[],ok ok i know tweet,"['ok', 'ok', 'i', 'know', 'tweet']"
"@user ~together.' Hermione  lowered her voice slightly, sounding somewhat  bitter, perhaps even  rueful. 'That would only get you~ ",3,[], together hermione lowered voice slightly sounding somewhat bitter rueful that you ,"['together', 'hermione', 'lowered', 'voice', 'slightly', 'sounding', 'somewhat', 'bitter', 'rueful', 'that', 'you']"
@user wonderful experience watching you yesterday at. @user thankyou for the  ,1,[],wonderful experience watching yesterday at thankyou,"['wonderful', 'experience', 'watching', 'yesterday', 'at', 'thankyou']"
"I think what 2016 to really needs to round it out is a @user vs @user twitter debate. End on something joyful, ya know?. ",1,[],i think needs round vs twitter debate end joyful ya know ,"['i', 'think', 'need', 'round', 'v', 'twitter', 'debate', 'end', 'joyful', 'ya', 'know']"
"Is it me, or is Ding wearing the look of a man who's just found his arch enemy in bed with his missus? #angryman #scowl ",0,"['angryman', 'scowl']",is me ding wearing look man who s arch enemy bed missus ,"['is', 'me', 'ding', 'wearing', 'look', 'man', 'who', 's', 'arch', 'enemy', 'bed', 'missus']"
US you need to band together not apart #nevertrump he promotes hatred and fuels #fear ,0,"['nevertrump', 'fear']",us need band apart promotes hatred fuels,"['u', 'need', 'band', 'apart', 'promotes', 'hatred', 'fuel']"
#Terrorism can be destroyed easily if #wholeworld came together great strength..they could destroy this #fear from #humanity.. ,2,"['Terrorism', 'wholeworld', 'fear', 'humanity']",destroyed easily came great strength they destroy ,"['destroyed', 'easily', 'came', 'great', 'strength', 'they', 'destroy']"
"@user no pull him afew weeks ago, sadly theres no game audio or sound affects cause i played it on my phone and tryed everything ",3,[],pull afew weeks ago sadly theres game audio sound affects cause played phone tryed,"['pull', 'afew', 'week', 'ago', 'sadly', 'there', 'game', 'audio', 'sound', 'affect', 'cause', 'played', 'phone', 'tryed']"
@user @user ill kill u if u bully her 😤😤😤 ,0,[],ill kill u u bully,"['ill', 'kill', 'u', 'u', 'bully']"
"@user looking back on recent tweets seen, this one right here is great #perfect #hilarious #Speechless #deal ",1,"['perfect', 'hilarious', 'Speechless', 'deal']",looking recent tweets seen right great,"['looking', 'recent', 'tweet', 'seen', 'right', 'great']"
White Americans are worried about Arab terrorists. Black Americans are fearful of a terrorist in a Police uniform on a daily basis. ,0,[],white americans worried arab terrorists black americans fearful terrorist police uniform daily basis ,"['white', 'american', 'worried', 'arab', 'terrorist', 'black', 'american', 'fearful', 'terrorist', 'police', 'uniform', 'daily', 'basis']"
Starting not to give a fuck and stopped fearing the consequence ,0,[],starting fuck stopped fearing consequence,"['starting', 'fuck', 'stopped', 'fearing', 'consequence']"
@user \nIsn't OBrien supposed to be some sort of offensive genius #awful ,0,['awful'], nisn t obrien supposed sort offensive genius,"['nisn', 't', 'obrien', 'supposed', 'sort', 'offensive', 'genius']"
@user this really sucks how much your customer service sucks. I've been hung up on three times and this is absolutely horrible. ,0,[],sucks customer service sucks i ve hung times absolutely horrible ,"['suck', 'customer', 'service', 'suck', 'i', 've', 'hung', 'time', 'absolutely', 'horrible']"
@user a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye! ,0,[],multimillionaire spoiled brat gets in self righteous huff bc friend muslim non starter bye ,"['multimillionaire', 'spoiled', 'brat', 'get', 'in', 'self', 'righteous', 'huff', 'bc', 'friend', 'muslim', 'non', 'starter', 'bye']"
"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. #sting ",2,['sting'],it takes man suffer ignorance smile be yourself matter say ,"['it', 'take', 'man', 'suffer', 'ignorance', 'smile', 'be', 'yourself', 'matter', 'say']"
i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite ,3,[],hard time falling sleep woke times afraid bugs crawling ended waking bite,"['hard', 'time', 'falling', 'sleep', 'woke', 'time', 'afraid', 'bug', 'crawling', 'ended', 'waking', 'bite']"
@user I don't really understand the burst and semi auto version bc the damage doesn't change so those are essentially useless ,0,[],i don t understand burst semi auto version bc damage doesn t change essentially useless,"['i', 'don', 't', 'understand', 'burst', 'semi', 'auto', 'version', 'bc', 'damage', 'doesn', 't', 'change', 'essentially', 'useless']"
you are an angry glass of vodka ,0,[],angry glass vodka,"['angry', 'glass', 'vodka']"
In serious need of a nap ,3,[],in need nap,"['in', 'need', 'nap']"
Wah just woke up frm a fucking nightmare ,3,[],wah woke frm fucking nightmare,"['wah', 'woke', 'frm', 'fucking', 'nightmare']"
@user it's super sad!! Especially when you are talking to a real person and not a bot! Makes it feel real :( ,3,[],it s super sad especially talking real person bot makes feel real,"['it', 's', 'super', 'sad', 'especially', 'talking', 'real', 'person', 'bot', 'make', 'feel', 'real']"
Hey @user why can I only see 15 sent emails? Where's the thousands gone?  ,0,[],hey i sent emails where s thousands gone ,"['hey', 'i', 'sent', 'email', 'where', 's', 'thousand', 'gone']"
Never make a #decision when you're #angry and never make a #promise when you're . #wisewords ,2,"['decision', 'angry', 'promise', 'wisewords']",never you re you re ,"['never', 'you', 're', 'you', 're']"
Watch this amazing live.ly broadcast by @user  #musically ,1,['musically'],watch amazing live ly broadcast,"['watch', 'amazing', 'live', 'ly', 'broadcast']"
@user your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel #rage ,0,"['Aaaaarrrrgghhh', 'iwanttocancel', 'rage']",website making feel violent rage upgrade options aren t helping either ,"['website', 'making', 'feel', 'violent', 'rage', 'upgrade', 'option', 'aren', 't', 'helping', 'either']"
"@user bought the Steam port of Vice City, and to my delight Billie Jean is on the soundtrack! ",1,[],bought steam port vice city delight billie jean soundtrack ,"['bought', 'steam', 'port', 'vice', 'city', 'delight', 'billie', 'jean', 'soundtrack']"
Can't believe I've only got 2 days off left 🙄 #backtoreality  ,3,['backtoreality'],can t believe i ve got days left,"['can', 't', 'believe', 'i', 've', 'got', 'day', 'left']"
@user #horror H3LL I SURE DID!!! LOL\nHappy about this decision. :) ,1,['horror'],hll i sure did lol nhappy decision ,"['hll', 'i', 'sure', 'did', 'lol', 'nhappy', 'decision']"
@user You have no Police credentials-You were a litigator. Nothing more-No Experience. #Sad #TrumpPuppet #Felon  #jersey4sale ,3,"['Sad', 'TrumpPuppet', 'Felon', 'jersey4sale']",you police credentials you litigator nothing more no experience ,"['you', 'police', 'credential', 'you', 'litigator', 'nothing', 'more', 'no', 'experience']"
last nigt i dreamt \nthat somebody loved me\nno hope no harm\njust another false alarm ,1,[],nigt dreamt nthat somebody loved me nno hope harm njust false alarm,"['nigt', 'dreamt', 'nthat', 'somebody', 'loved', 'me', 'nno', 'hope', 'harm', 'njust', 'false', 'alarm']"
"Just heard what happen at grandad hometown last night such a terrible news 💔, hope everyone okay 😢 ",3,[],just heard happen grandad hometown night terrible news hope okay,"['just', 'heard', 'happen', 'grandad', 'hometown', 'night', 'terrible', 'news', 'hope', 'okay']"
Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up  ,0,[],who hell drilling outside house literally got sleep half busy shift twats woken,"['who', 'hell', 'drilling', 'outside', 'house', 'literally', 'got', 'sleep', 'half', 'busy', 'shift', 'twat', 'woken']"
Fuck yall @user for hiring that GOP PR guy to discourage Cam from speakinh his mind and heart about racism ,0,[],fuck yall hiring gop pr guy discourage cam speakinh mind heart racism,"['fuck', 'yall', 'hiring', 'gop', 'pr', 'guy', 'discourage', 'cam', 'speakinh', 'mind', 'heart', 'racism']"
@user @user I'd give that pout the firm D ,1,[],i d pout firm d,"['i', 'd', 'pout', 'firm', 'd']"
Termination rate is at 22.22% I gotta make some things shake ,0,[],termination rate i gotta things shake,"['termination', 'rate', 'i', 'gotta', 'thing', 'shake']"
@user much #sadness and #heartbreak ,3,"['sadness', 'heartbreak']",,[]
I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry ,3,['srry'],i think i scare coworkers i m eating like rabid animal breaks,"['i', 'think', 'i', 'scare', 'coworkers', 'i', 'm', 'eating', 'like', 'rabid', 'animal', 'break']"
@user cum and despair ,3,[],cum despair,"['cum', 'despair']"
@user Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam  #polygamy ,0,"['dictator', 'misogyny', 'Sharia', 'Islam', 'polygamy']",canada driving force democracy freedom rights instead help,"['canada', 'driving', 'force', 'democracy', 'freedom', 'right', 'instead', 'help']"
@user @user pine nut.... Chestnut....peanut....wait... Wrong film ,3,[],pine nut chestnut peanut wait wrong film,"['pine', 'nut', 'chestnut', 'peanut', 'wait', 'wrong', 'film']"
Caballero is shocking ,3,[],caballero shocking,"['caballero', 'shocking']"
Machine keeps beeping* \nNurse: Don't worry. You're all good. Vitals are normal for your size. \n*Walks back out* \nMatt: so you're dying....😑😂 ,2,[],machine keeps beeping nnurse don t worry you re good vitals normal size n walks out nmatt you re dying ,"['machine', 'keep', 'beeping', 'nnurse', 'don', 't', 'worry', 'you', 're', 'good', 'vitals', 'normal', 'size', 'n', 'walk', 'out', 'nmatt', 'you', 're', 'dying']"
"I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark, they'll find me. ",2,[],i want highlight bright i lost looking dark they ll me ,"['i', 'want', 'highlight', 'bright', 'i', 'lost', 'looking', 'dark', 'they', 'll', 'me']"
"@user She chuckles, shaking her head. 'No...I just have a really vivid imagination, I guess. It happens when you meet someone&gt; ",1,[],she chuckles shaking head no i vivid imagination i guess it happens meet someone gt ,"['she', 'chuckle', 'shaking', 'head', 'no', 'i', 'vivid', 'imagination', 'i', 'guess', 'it', 'happens', 'meet', 'someone', 'gt']"
@user Noel Edmonds reckons a cat he's talking to is stressed because of the uncertainty over #GBBO future!?!? #plot #lost ,3,"['GBBO', 'plot', 'lost']",noel edmonds reckons cat he s talking stressed uncertainty future ,"['noel', 'edmonds', 'reckons', 'cat', 'he', 's', 'talking', 'stressed', 'uncertainty', 'future']"
@user @user most of Trump supporters have not clue about the meaning of the words they used just like him #sad #nevertrump ,3,"['sad', 'nevertrump']",trump supporters clue meaning words like,"['trump', 'supporter', 'clue', 'meaning', 'word', 'like']"
"@user your gunna make me cry, I need a glee day ",3,[],gunna cry i need glee day,"['gunna', 'cry', 'i', 'need', 'glee', 'day']"
An @user kind of drive home from work today  #dailyfeels ,1,['dailyfeels'],an kind drive home work today,"['an', 'kind', 'drive', 'home', 'work', 'today']"
@user looking forward to div 2 next year @user  #leictershireaway #therey ,1,"['leictershireaway', 'therey']",looking forward div year,"['looking', 'forward', 'div', 'year']"
"jimmy_dore: RaisingTheBoss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears. ",3,[],jimmy_dore raisingtheboss we ve lost country government oligarchs fear tactics work appears ,"['jimmy_dore', 'raisingtheboss', 'we', 've', 'lost', 'country', 'government', 'oligarch', 'fear', 'tactic', 'work', 'appears']"
Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired  ,3,['tired'],just wish i appreciated i do when turn taken care of i want break ,"['just', 'wish', 'i', 'appreciated', 'i', 'do', 'when', 'turn', 'taken', 'care', 'of', 'i', 'want', 'break']"
"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged ",3,['discouraged'],it feels like houses us with basic requirements i have literally options ,"['it', 'feel', 'like', 'house', 'u', 'with', 'basic', 'requirement', 'i', 'have', 'literally', 'option']"
Michelle is one of the worst players in bb history #bb18 #bbfinale #bitter ,0,"['bb18', 'bbfinale', 'bitter']",michelle worst players bb history,"['michelle', 'worst', 'player', 'bb', 'history']"
@user If you don't love yourself... Honesty is the best policy  ,2,[],if don t love yourself honesty best policy,"['if', 'don', 't', 'love', 'yourself', 'honesty', 'best', 'policy']"
@user after such a heavy 2 days this has given much needed levity. Thanks bro ,1,[],heavy days given needed levity thanks bro,"['heavy', 'day', 'given', 'needed', 'levity', 'thanks', 'bro']"
and i will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers ,0,[],strike thee great vengeance furious anger attempt poison destroy brothers,"['strike', 'thee', 'great', 'vengeance', 'furious', 'anger', 'attempt', 'poison', 'destroy', 'brother']"
"@user @user @user pretty average, klitschko fury did about 600k and Joshua white did about 450k ",1,[],pretty average klitschko fury k joshua white k,"['pretty', 'average', 'klitschko', 'fury', 'k', 'joshua', 'white', 'k']"
It's about time I start taking my own advice ,2,[],it s time i start taking advice,"['it', 's', 'time', 'i', 'start', 'taking', 'advice']"
I just don't understand why everyone is so #angry we all just want to live and thrive don't we? ,0,['angry'],i don t understand want live thrive don t we ,"['i', 'don', 't', 'understand', 'want', 'live', 'thrive', 'don', 't', 'we']"
"Traditionalists say it should be bored by or bored with, but not bored of, a 'rule' cheerfully ignored ",0,[],traditionalists bored bored with bored of rule cheerfully ignored,"['traditionalist', 'bored', 'bored', 'with', 'bored', 'of', 'rule', 'cheerfully', 'ignored']"
"Yall rlly gotta stop lettin bees put fear in ur heart. unless ur allergic, I'm not tryna see u run around from a fuckin bee...chill. u soft. ",0,[],yall rlly gotta stop lettin bees fear ur heart ur allergic i m tryna u run fuckin bee chill u soft ,"['yall', 'rlly', 'gotta', 'stop', 'lettin', 'bee', 'fear', 'ur', 'heart', 'ur', 'allergic', 'i', 'm', 'tryna', 'u', 'run', 'fuckin', 'bee', 'chill', 'u', 'soft']"
Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable #nightmare ,3,['nightmare'],why nap day comfortable sleeping night you ll comfortable,"['why', 'nap', 'day', 'comfortable', 'sleeping', 'night', 'you', 'll', 'comfortable']"
"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE  #murder #suicide #depression #racism #pride ",3,"['murder', 'suicide', 'depression', 'racism', 'pride']",a momentnif kill spirit die natural ,"['a', 'momentnif', 'kill', 'spirit', 'die', 'natural']"
@user sparkling water wyd ,1,[],sparkling water wyd,"['sparkling', 'water', 'wyd']"
@user what can we do 2 get @user 2 reveal his taxes? That is the immediate danger. But u will not answer me.  ,0,[],reveal taxes that immediate danger but u answer me ,"['reveal', 'tax', 'that', 'immediate', 'danger', 'but', 'u', 'answer', 'me']"
When you get lost in a neighborhood and have to use the gps on your phone to find your way out. #lost #GoogleMaps #blondmoment ,3,"['lost', 'GoogleMaps', 'blondmoment']",when lost neighborhood use gps phone way out ,"['when', 'lost', 'neighborhood', 'use', 'gps', 'phone', 'way', 'out']"
You ever just be really irritated with someone u love it's like god damn ur makin me angry but I love u so I forgive u but I'm angry ,0,[],you irritated u love it s like god damn ur makin angry i love u i forgive u i m angry,"['you', 'irritated', 'u', 'love', 'it', 's', 'like', 'god', 'damn', 'ur', 'makin', 'angry', 'i', 'love', 'u', 'i', 'forgive', 'u', 'i', 'm', 'angry']"
That way ur so angry you can literally feel ur blood boiling ,0,[],that way ur angry literally feel ur blood boiling,"['that', 'way', 'ur', 'angry', 'literally', 'feel', 'ur', 'blood', 'boiling']"
Twitter is a font of endless hilarity. ,1,[],twitter font endless hilarity ,"['twitter', 'font', 'endless', 'hilarity']"
My goals are so big they scare small minds ,2,[],my goals big scare small minds,"['my', 'goal', 'big', 'scare', 'small', 'mind']"
#SIGUEMEYTESIGO #happy #snapchat Manuellynch99 #venezuela ,1,"['SIGUEMEYTESIGO', 'happy', 'snapchat', 'venezuela']",manuellynch,['manuellynch']
@user glee glee glee glee gLEE GLEE i LOST LOST LOST lowe much ,1,[],glee glee glee glee glee glee lost lost lost lowe,"['glee', 'glee', 'glee', 'glee', 'glee', 'glee', 'lost', 'lost', 'lost', 'lowe']"
"(Sam) Brown's Law: Never offend people with style when you can fake that, you have to break us in this Island. ",0,[], sam brown s law never offend people style fake that break island ,"['sam', 'brown', 's', 'law', 'never', 'offend', 'people', 'style', 'fake', 'that', 'break', 'island']"
Having a blast playing games and hearing testimonies at Pastor Jeremy's house #fellowship #food #laughter #praise #gospel #coffey1617 ,1,"['fellowship', 'food', 'laughter', 'praise', 'gospel', 'coffey1617']",having blast playing games hearing testimonies pastor jeremy s house,"['having', 'blast', 'playing', 'game', 'hearing', 'testimony', 'pastor', 'jeremy', 's', 'house']"
@user @user im so exited!! I am shaking so much 😍😍 and im so pround of Colleen and the fandom! Everyone is amazing 😍 ,1,[],im exited i shaking im pround colleen fandom everyone amazing,"['im', 'exited', 'i', 'shaking', 'im', 'pround', 'colleen', 'fandom', 'everyone', 'amazing']"
Sting is just too damn earnest for early morning listening.  ,1,[],sting damn earnest early morning listening ,"['sting', 'damn', 'earnest', 'early', 'morning', 'listening']"
"Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you.#faith #leadership #worry #mindfulness #success ",2,"['faith', 'leadership', 'worry', 'mindfulness', 'success']",are worrying worried npeter  nthrow worry him cares you ,"['are', 'worrying', 'worried', 'npeter', 'nthrow', 'worry', 'him', 'care', 'you']"
Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!!  #instagram ,0,['instagram'],instagram seriously sort sh t out i spent ages writing caption delete post it ,"['instagram', 'seriously', 'sort', 'sh', 't', 'out', 'i', 'spent', 'age', 'writing', 'caption', 'delete', 'post', 'it']"
"@user But even if I jumped through that hoop, it just takes one irate netizen to decide me playing by 'the rules' isn't enough. ",0,[],but i jumped hoop takes irate netizen decide playing the rules isn t enough ,"['but', 'i', 'jumped', 'hoop', 'take', 'irate', 'netizen', 'decide', 'playing', 'the', 'rule', 'isn', 't', 'enough']"
"@user I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack  ",0,[],i m history people i m you i ve bullied one i posts attack,"['i', 'm', 'history', 'people', 'i', 'm', 'you', 'i', 've', 'bullied', 'one', 'i', 'post', 'attack']"
@user i can't bully you and niall impossible😙 ,0,[],can t bully niall impossible,"['can', 't', 'bully', 'niall', 'impossible']"
You can't fight the elephants until you have wrestled the pigs. #quoteoftheday #relentless ,2,"['quoteoftheday', 'relentless']",you can t fight elephants wrestled pigs ,"['you', 'can', 't', 'fight', 'elephant', 'wrestled', 'pig']"
When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' #shocking ,0,['shocking'],when tells they re going tear apart why tall ,"['when', 'tell', 'they', 're', 'going', 'tear', 'apart', 'why', 'tall']"
@user @user  I'm there... let me know  ,2,[],i m there let know,"['i', 'm', 'there', 'let', 'know']"
@user @user thanks.  ,1,[],thanks ,['thanks']
@user peanut butter???? You some kinda pervert??  ,0,[],peanut butter you kinda pervert ,"['peanut', 'butter', 'you', 'kinda', 'pervert']"
When your sister is 19 and throws legitimate temper tantrums just to get attention.. ,0,[],when sister throws legitimate temper tantrums attention ,"['when', 'sister', 'throw', 'legitimate', 'temper', 'tantrum', 'attention']"
@user expected i thought #fear ,3,['fear'],expected thought,"['expected', 'thought']"
@user @user fuming ,0,[],fuming,['fuming']
@user @user I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! #rage ,0,['rage'],i need today do u know fuckin french plaits i morn stroppy yr old ,"['i', 'need', 'today', 'do', 'u', 'know', 'fuckin', 'french', 'plait', 'i', 'morn', 'stroppy', 'yr', 'old']"
I don't think Luca understands how serious I am about Fall....he has no idea what's in store for him 😂😂 ,1,[],i don t think luca understands i fall he idea what s store,"['i', 'don', 't', 'think', 'luca', 'understands', 'i', 'fall', 'he', 'idea', 'what', 's', 'store']"
@user I fuck with madden way harder ,0,[],i fuck madden way harder,"['i', 'fuck', 'madden', 'way', 'harder']"
And with rich Fumes his sullen sences cheer'd. ,1,[],and rich fumes sullen sences cheer d ,"['and', 'rich', 'fume', 'sullen', 'sences', 'cheer', 'd']"
I need a 🍱sushi date🍙 @user 🍝an olive guarded date🧀 @user and a 👊🏼Rockys date🍕 #tiff ,1,['tiff'],i need sushi date olive guarded date rockys date,"['i', 'need', 'sushi', 'date', 'olive', 'guarded', 'date', 'rockys', 'date']"
@user since when the fuck can you not stand at a concert? #raging ,0,['raging'],fuck stand concert ,"['fuck', 'stand', 'concert']"
Im think ima lay in bed all day and sulk. Life is hitting me to hard rn ,3,[],im think ima lay bed day sulk life hitting hard rn,"['im', 'think', 'ima', 'lay', 'bed', 'day', 'sulk', 'life', 'hitting', 'hard', 'rn']"
Man Southampton will wipe the floor with  west ham on Sunday. So disheartened ,3,[],man southampton wipe floor west ham sunday so disheartened,"['man', 'southampton', 'wipe', 'floor', 'west', 'ham', 'sunday', 'so', 'disheartened']"
#Trends thread;'P)..it was in my #drafts&amp;now #posted 2 mins after my #birthday..so #close:'O!:''/...but anyway it #really was the #start of ,1,"['Trends', 'drafts', 'posted', 'birthday', 'close', 'really', 'start']",thread p it amp now mins so o but,"['thread', 'p', 'it', 'amp', 'now', 'min', 'so', 'o', 'but']"
God hears your voice optimism at the moment that you think that everything has failed you ✨. ,2,[],god hears voice optimism moment think failed ,"['god', 'hears', 'voice', 'optimism', 'moment', 'think', 'failed']"
So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media #fear ,0,"['DesignatedSurvivor', 'media', 'fear']",so going local news immediately turns smooth transition chaos a raging fire ,"['so', 'going', 'local', 'news', 'immediately', 'turn', 'smooth', 'transition', 'chaos', 'a', 'raging', 'fire']"
@user you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing #fuming #noloyalty #joke #notimpressed ,0,"['manutd', 'ticketing', 'fuming', 'noloyalty', 'joke', 'notimpressed']",years irrelevant its absolute joke ,"['year', 'irrelevant', 'it', 'absolute', 'joke']"
Shantosh: How crazy would it be to walk past and talk to a person everyday never realizing he is suffering from depression or such? … ,3,[],shantosh how crazy walk past talk person everyday realizing suffering depression such ,"['shantosh', 'how', 'crazy', 'walk', 'past', 'talk', 'person', 'everyday', 'realizing', 'suffering', 'depression', 'such']"
"@user I know your furious, i am too, but just stop fucking moaning. We didn't win until the 7th game last season and where we finished. ",0,[],i know furious too stop fucking moaning we didn t win th game season finished ,"['i', 'know', 'furious', 'too', 'stop', 'fucking', 'moaning', 'we', 'didn', 't', 'win', 'th', 'game', 'season', 'finished']"
"Just Laying Here, Can't Sleep 4 Some Reason #restless ",3,['restless'],just laying here can t sleep some reason,"['just', 'laying', 'here', 'can', 't', 'sleep', 'some', 'reason']"
We stayed up all night long\nMade our drinks too strong\nFeeling ten feet tall\nRopes swinging into the water\nIn the middle of the night ,1,[],we stayed night long nmade drinks strong nfeeling feet tall nropes swinging water nin middle night,"['we', 'stayed', 'night', 'long', 'nmade', 'drink', 'strong', 'nfeeling', 'foot', 'tall', 'nropes', 'swinging', 'water', 'nin', 'middle', 'night']"
Hell hath no fury like a bureaucrat scorned. ― Milton Friedman ,0,[],hell hath fury like bureaucrat scorned milton friedman,"['hell', 'hath', 'fury', 'like', 'bureaucrat', 'scorned', 'milton', 'friedman']"
the day they disclosed they caught her googling cholroform we were fucking aghast ,0,[],day disclosed caught googling cholroform fucking aghast,"['day', 'disclosed', 'caught', 'googling', 'cholroform', 'fucking', 'aghast']"
@user Step 1: Get rid of @user Step 2: Prioritise football Step 3: profit? #depressing ,3,['depressing'],step get rid step prioritise football step profit ,"['step', 'get', 'rid', 'step', 'prioritise', 'football', 'step', 'profit']"
Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte  #against #machines ,2,"['Charlotte', 'against', 'machines']",prayers amp protection brothers sisters fighting,"['prayer', 'amp', 'protection', 'brother', 'sister', 'fighting']"
"@user evidently @user feels above #norms. SHOW the #tax return, if you have nothing to  ",0,"['norms', 'tax']",evidently feels show return ,"['evidently', 'feel', 'show', 'return']"
@user @user  due to hearty lawsuit NASCAR will raise beer prices $0.07 to accommodate for losses. ,0,[],hearty lawsuit nascar raise beer prices   accommodate losses ,"['hearty', 'lawsuit', 'nascar', 'raise', 'beer', 'price', 'accommodate', 'loss']"
@user  how on earth can I send an email to you? Very annoyed customer!!! #fuming ,0,['fuming'],earth i send email you very annoyed customer ,"['earth', 'i', 'send', 'email', 'you', 'very', 'annoyed', 'customer']"
"#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋  ",0,['GBBO'],homely pure piece tv gold channel attempt tart up mary sue mel gone it s over i m out ,"['homely', 'pure', 'piece', 'tv', 'gold', 'channel', 'attempt', 'tart', 'up', 'mary', 'sue', 'mel', 'gone', 'it', 's', 'over', 'i', 'm', 'out']"
I almost feel offended that she thinks that's a big deal. She's knows I'll literally do anything for her or Kai. ,0,[],i feel offended thinks that s big deal she s knows i ll literally kai ,"['i', 'feel', 'offended', 'think', 'that', 's', 'big', 'deal', 'she', 's', 'know', 'i', 'll', 'literally', 'kai']"
"If children live with #ridicule, they learn to feel #shy ",3,"['ridicule', 'shy']",if children live learn feel,"['if', 'child', 'live', 'learn', 'feel']"
*Sigh*  #saddness #afterellen #shitsucks ,3,"['saddness', 'afterellen', 'shitsucks']", sigh ,['sigh']
Queen Bey will be smiling over sixth this afternoon ,1,[],queen bey smiling sixth afternoon,"['queen', 'bey', 'smiling', 'sixth', 'afternoon']"
"After 3 idk why I start feeling so depress, sad and lonely. ",3,[],after idk i start feeling depress sad lonely ,"['after', 'idk', 'i', 'start', 'feeling', 'depress', 'sad', 'lonely']"
#blackish always has me #rollin #hilarious ,1,"['blackish', 'rollin', 'hilarious']",,[]
"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars)  #bars #rap ",3,"['DarthVader', 'bars', 'rap']",yo yo yo my ni feel like i need puff inhaler i m rapper sick bars ,"['yo', 'yo', 'yo', 'my', 'ni', 'feel', 'like', 'i', 'need', 'puff', 'inhaler', 'i', 'm', 'rapper', 'sick', 'bar']"
"@user &lt; took another sip. “We’ve had some earth shattering, soul exhilarating sex. You think black souls can have that kind of &gt; ",1,[], lt took sip weve earth shattering soul exhilarating sex you think black souls kind gt ,"['lt', 'took', 'sip', 'weve', 'earth', 'shattering', 'soul', 'exhilarating', 'sex', 'you', 'think', 'black', 'soul', 'kind', 'gt']"
"@user Hell is hot and boiling, isi ewu ",0,[],hell hot boiling isi ewu,"['hell', 'hot', 'boiling', 'isi', 'ewu']"
"@user oh, sorry if I've discouraged you 😂 ",3,[],oh sorry i ve discouraged,"['oh', 'sorry', 'i', 've', 'discouraged']"
